UtcTime,Unnamed: 0,@version,Keywords,ThreadID,Version,DestAddress,host,LayerRTID,Message,SourceModuleName,SourceName,SeverityValue,LayerName,tags,Channel,ProviderGuid,EventID,RecordNumber,Hostname,Category,Opcode,Protocol,ProcessId,SourceModuleType,port,Application,EventTime,RemoteUserID,SourcePort,Severity,ExecutionProcessID,SourceAddress,OpcodeValue,@timestamp,Task,DestPort,EventType,EventReceivedTime,Direction,RemoteMachineID,FilterRTID,UserID,CreationUtcTime,ProcessGuid,TargetFilename,RuleName,Domain,AccountName,Image,AccountType,Device,EventTypeOrignal,TargetObject,Hashes,Signature,Signed,FileVersion,OriginalFileName,SignatureStatus,Description,Company,Product,ImageLoaded,TargetDomainName,VirtualAccount,IpAddress,RestrictedAdminMode,SubjectLogonId,LogonType,ImpersonationLevel,TargetLinkedLogonId,ActivityID,TargetUserName,ProcessName,SubjectUserName,LogonGuid,TargetOutboundDomainName,LogonProcessName,IpPort,SubjectUserSid,TargetLogonId,TransmittedServices,KeyLength,AuthenticationPackageName,SubjectDomainName,ElevatedToken,TargetUserSid,LmPackageName,WorkstationName,TargetOutboundUserName,EventIdx,GroupMembership,EventCountTotal,ObjectType,AccessList,AccessMask,ShareName,SourceIsIpv6,SourcePortName,DestinationPortName,User,DestinationHostname,SourceHostname,SourceIp,DestinationPort,DestinationIsIpv6,DestinationIp,Initiated,Details,SourceProcessGUID,GrantedAccess,TargetProcessId,TargetProcessGUID,TargetImage,CallTrace,SourceThreadId,SourceProcessId,SourceImage,ObjectServer,PrivilegeList,Service,TicketEncryptionType,ServiceSid,TicketOptions,Status,ServiceName,TargetHandleId,SourceHandleId,HandleId,ObjectName,AccessReason,RestrictedSidCount,ResourceAttributes,TransactionId,AdditionalInfo,Properties,OperationType,QueryName,QueryResults,QueryStatus,PipeName,DisabledPrivilegeList,EnabledPrivilegeList,ShareLocalPath,RelativeTargetName,EventID_1,EventID_2,EventID_3,EventID_12,EventID_13,EventID_14,num_unique_IDs,is_attack
2020-08-05 06:09:27,1,1,-9223372036854775808,4452,2,,wec.internal.cloudapp.net,,"File created:
RuleName: -
UtcTime: 2020-08-05 06:09:27.568
ProcessGuid: {8715b604-0dee-5f2a-2d00-000000000400}
ProcessId: 1988
Image: C:\windows\system32\svchost.exe
TargetFilename: C:\Windows\Prefetch\SVCHOST.EXE-4AE18004.pf
CreationUtcTime: 2020-08-05 01:29:09.266",eventlog,Microsoft-Windows-Sysmon,2,,['mordorDataset'],Microsoft-Windows-Sysmon/Operational,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},11,479930,WORKSTATION5.theshire.local,,,,1988,im_msvistalog,53997,,2020-08-05 02:09:27,,,INFO,3484,,0,2020-08-05T06:09:29.626Z,11,,INFO,2020-08-05 02:09:29,,,,S-1-5-18,2020-08-05 01:29:09.266,{8715b604-0dee-5f2a-2d00-000000000400},C:\Windows\Prefetch\SVCHOST.EXE-4AE18004.pf,-,NT AUTHORITY,SYSTEM,C:\windows\system32\svchost.exe,User,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,True
2020-08-05 06:09:28,2,1,-9223372036854775808,4452,2,,wec.internal.cloudapp.net,,"RawAccessRead detected:
RuleName: -
UtcTime: 2020-08-05 06:09:28.246
ProcessGuid: {8715b604-0e75-5f2a-5502-000000000400}
ProcessId: 3444
Image: C:\Windows\System32\svchost.exe
Device: \Device\HarddiskVolume2",eventlog,Microsoft-Windows-Sysmon,2,,['mordorDataset'],Microsoft-Windows-Sysmon/Operational,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},9,479931,WORKSTATION5.theshire.local,,,,3444,im_msvistalog,53997,,2020-08-05 02:09:28,,,INFO,3484,,0,2020-08-05T06:09:29.626Z,9,,INFO,2020-08-05 02:09:29,,,,S-1-5-18,,{8715b604-0e75-5f2a-5502-000000000400},,-,NT AUTHORITY,SYSTEM,C:\Windows\System32\svchost.exe,User,\Device\HarddiskVolume2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,True
2020-08-05 06:09:28,3,1,-9223372036854775808,4452,2,,wec.internal.cloudapp.net,,"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-08-05 06:09:28.246
ProcessGuid: {8715b604-0e75-5f2a-5502-000000000400}
ProcessId: 3444
Image: C:\windows\System32\svchost.exe
TargetObject: HKU\S-1-5-21-3669966080-2286457517-972388166-1104\Software\Microsoft\Windows\CurrentVersion\StorageSense\Parameters\CachedSizes",eventlog,Microsoft-Windows-Sysmon,2,,['mordorDataset'],Microsoft-Windows-Sysmon/Operational,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},12,479932,WORKSTATION5.theshire.local,,,,3444,im_msvistalog,53997,,2020-08-05 02:09:28,,,INFO,3484,,0,2020-08-05T06:09:29.628Z,12,,CreateKey,2020-08-05 02:09:29,,,,S-1-5-18,,{8715b604-0e75-5f2a-5502-000000000400},,-,NT AUTHORITY,SYSTEM,C:\windows\System32\svchost.exe,User,,INFO,HKU\S-1-5-21-3669966080-2286457517-972388166-1104\Software\Microsoft\Windows\CurrentVersion\StorageSense\Parameters\CachedSizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,True
2020-08-05 06:09:29,4,1,-9223372036854775808,4256,3,,wec.internal.cloudapp.net,,"Image loaded:
RuleName: -
UtcTime: 2020-08-05 06:09:29.185
ProcessGuid: {2b437147-0e56-5f2a-3701-000000000400}
ProcessId: 3736
Image: C:\Windows\System32\svchost.exe
ImageLoaded: C:\Windows\System32\wmidcom.dll
FileVersion: 10.0.17763.1 (WinBuild.160101.0800)
Description: WMI
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wmidcom.dll
Hashes: SHA1=4C7308C2A323D850C3E5DCB88A32A1C7DF9CBE4F,MD5=A9BC5F3E3C6406C3C5ABE804FBF7BC76,SHA256=A0177FD4B7690A680E5EAC9BDC78E21117B523622607BCA47305EB74984CF901,IMPHASH=8461651332BA942E21A64DBF3E9E80F8
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",eventlog,Microsoft-Windows-Sysmon,2,,['mordorDataset'],Microsoft-Windows-Sysmon/Operational,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},7,284940,MORDORDC.theshire.local,,,,3736,im_msvistalog,53997,,2020-08-05 02:09:29,,,INFO,3868,,0,2020-08-05T06:09:31.636Z,7,,INFO,2020-08-05 02:09:31,,,,S-1-5-18,,{2b437147-0e56-5f2a-3701-000000000400},,-,NT AUTHORITY,SYSTEM,C:\Windows\System32\svchost.exe,User,,,,"SHA1=4C7308C2A323D850C3E5DCB88A32A1C7DF9CBE4F,MD5=A9BC5F3E3C6406C3C5ABE804FBF7BC76,SHA256=A0177FD4B7690A680E5EAC9BDC78E21117B523622607BCA47305EB74984CF901,IMPHASH=8461651332BA942E21A64DBF3E9E80F8",Microsoft Windows,True,10.0.17763.1 (WinBuild.160101.0800),wmidcom.dll,Valid,WMI,Microsoft Corporation,Microsoft® Windows® Operating System,C:\Windows\System32\wmidcom.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,True
2020-08-05 06:09:29,5,1,-9223372036854775808,4256,3,,wec.internal.cloudapp.net,,"Image loaded:
RuleName: -
UtcTime: 2020-08-05 06:09:29.185
ProcessGuid: {2b437147-0e56-5f2a-3701-000000000400}
ProcessId: 3736
Image: C:\Windows\System32\svchost.exe
ImageLoaded: C:\Windows\System32\dpapi.dll
FileVersion: 10.0.17763.1 (WinBuild.160101.0800)
Description: Data Protection API
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: dpapi.dll
Hashes: SHA1=C50FDD4A17CA9451C66413BA04ED2CC79883AD16,MD5=CF864B08CEA15894A4E6E676A7FE89A3,SHA256=0D1488B2FF471C1EF2F8F2742D685A8778B2C1512A044BDF2606C3ED92E0B512,IMPHASH=C591E3A4DDFE145A26EEC16DB70623B7
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",eventlog,Microsoft-Windows-Sysmon,2,,['mordorDataset'],Microsoft-Windows-Sysmon/Operational,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},7,284941,MORDORDC.theshire.local,,,,3736,im_msvistalog,53997,,2020-08-05 02:09:29,,,INFO,3868,,0,2020-08-05T06:09:31.636Z,7,,INFO,2020-08-05 02:09:31,,,,S-1-5-18,,{2b437147-0e56-5f2a-3701-000000000400},,-,NT AUTHORITY,SYSTEM,C:\Windows\System32\svchost.exe,User,,,,"SHA1=C50FDD4A17CA9451C66413BA04ED2CC79883AD16,MD5=CF864B08CEA15894A4E6E676A7FE89A3,SHA256=0D1488B2FF471C1EF2F8F2742D685A8778B2C1512A044BDF2606C3ED92E0B512,IMPHASH=C591E3A4DDFE145A26EEC16DB70623B7",Microsoft Windows,True,10.0.17763.1 (WinBuild.160101.0800),dpapi.dll,Valid,Data Protection API,Microsoft Corporation,Microsoft® Windows® Operating System,C:\Windows\System32\dpapi.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,True
2020-08-05 06:09:29,6,1,-9223372036854775808,4256,2,,wec.internal.cloudapp.net,,"File created:
RuleName: -
UtcTime: 2020-08-05 06:09:29.965
ProcessGuid: {2b437147-0bb1-5f2a-2300-000000000400}
ProcessId: 1660
Image: C:\windows\System32\svchost.exe
TargetFilename: C:\Windows\ServiceState\EventLog\Data\lastalive1.dat
CreationUtcTime: 2020-08-05 01:31:26.143",eventlog,Microsoft-Windows-Sysmon,2,,['mordorDataset'],Microsoft-Windows-Sysmon/Operational,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},11,284942,MORDORDC.theshire.local,,,,1660,im_msvistalog,53997,,2020-08-05 02:09:29,,,INFO,3868,,0,2020-08-05T06:09:31.637Z,11,,INFO,2020-08-05 02:09:31,,,,S-1-5-18,2020-08-05 01:31:26.143,{2b437147-0bb1-5f2a-2300-000000000400},C:\Windows\ServiceState\EventLog\Data\lastalive1.dat,-,NT AUTHORITY,SYSTEM,C:\windows\System32\svchost.exe,User,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,True
2020-08-05 06:09:43,18,1,-9223372036854775808,4452,2,,wec.internal.cloudapp.net,,"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-08-05 06:09:43.249
ProcessGuid: {8715b604-0e75-5f2a-5502-000000000400}
ProcessId: 3444
Image: C:\windows\System32\svchost.exe
TargetObject: HKU\S-1-5-21-3669966080-2286457517-972388166-1104\Software\Microsoft\Windows\CurrentVersion\StorageSense\Parameters\CachedSizes",eventlog,Microsoft-Windows-Sysmon,2,,['mordorDataset'],Microsoft-Windows-Sysmon/Operational,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},12,479934,WORKSTATION5.theshire.local,,,,3444,im_msvistalog,53997,,2020-08-05 02:09:43,,,INFO,3484,,0,2020-08-05T06:09:45.679Z,12,,CreateKey,2020-08-05 02:09:45,,,,S-1-5-18,,{8715b604-0e75-5f2a-5502-000000000400},,-,NT AUTHORITY,SYSTEM,C:\windows\System32\svchost.exe,User,,INFO,HKU\S-1-5-21-3669966080-2286457517-972388166-1104\Software\Microsoft\Windows\CurrentVersion\StorageSense\Parameters\CachedSizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,True
2020-08-05 06:09:43,19,1,-9223372036854775808,4452,2,,wec.internal.cloudapp.net,,"Registry object added or deleted:
RuleName: -
EventType: CreateKey
UtcTime: 2020-08-05 06:09:43.249
ProcessGuid: {8715b604-0e75-5f2a-5502-000000000400}
ProcessId: 3444
Image: C:\windows\System32\svchost.exe
TargetObject: HKU\S-1-5-21-3669966080-2286457517-972388166-1104\Software\Microsoft\Windows\CurrentVersion\StorageSense\Parameters\StoragePolicy",eventlog,Microsoft-Windows-Sysmon,2,,['mordorDataset'],Microsoft-Windows-Sysmon/Operational,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},12,479935,WORKSTATION5.theshire.local,,,,3444,im_msvistalog,53997,,2020-08-05 02:09:43,,,INFO,3484,,0,2020-08-05T06:09:45.679Z,12,,CreateKey,2020-08-05 02:09:45,,,,S-1-5-18,,{8715b604-0e75-5f2a-5502-000000000400},,-,NT AUTHORITY,SYSTEM,C:\windows\System32\svchost.exe,User,,INFO,HKU\S-1-5-21-3669966080-2286457517-972388166-1104\Software\Microsoft\Windows\CurrentVersion\StorageSense\Parameters\StoragePolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,True
2020-08-05 06:09:43,17,1,-9223372036854775808,4452,2,,wec.internal.cloudapp.net,,"RawAccessRead detected:
RuleName: -
UtcTime: 2020-08-05 06:09:43.248
ProcessGuid: {8715b604-0e75-5f2a-5502-000000000400}
ProcessId: 3444
Image: C:\Windows\System32\svchost.exe
Device: \Device\HarddiskVolume2",eventlog,Microsoft-Windows-Sysmon,2,,['mordorDataset'],Microsoft-Windows-Sysmon/Operational,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},9,479933,WORKSTATION5.theshire.local,,,,3444,im_msvistalog,53997,,2020-08-05 02:09:43,,,INFO,3484,,0,2020-08-05T06:09:45.679Z,9,,INFO,2020-08-05 02:09:45,,,,S-1-5-18,,{8715b604-0e75-5f2a-5502-000000000400},,-,NT AUTHORITY,SYSTEM,C:\Windows\System32\svchost.exe,User,\Device\HarddiskVolume2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,True
2020-08-05 06:09:47,20,1,-9223372036854775808,4256,3,,wec.internal.cloudapp.net,,"Image loaded:
RuleName: -
UtcTime: 2020-08-05 06:09:47.952
ProcessGuid: {2b437147-0c3a-5f2a-a900-000000000400}
ProcessId: 3120
Image: C:\Windows\System32\svchost.exe
ImageLoaded: C:\Windows\System32\perfctrs.dll
FileVersion: 10.0.17763.1 (WinBuild.160101.0800)
Description: Performance Counters
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: PERFCTRS.DLL
Hashes: SHA1=F81D76B9C3499F8712FA6398554C10D389103930,MD5=27EAC9BA127C20BEEBF0BE4179ECC380,SHA256=28A8E73239C7556FD420A5A09A05CBD04C38230E0CBEAEF7D6874135261221EE,IMPHASH=E8B7A8ECDACB5ADA645B4DF7BF877CFE
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",eventlog,Microsoft-Windows-Sysmon,2,,['mordorDataset'],Microsoft-Windows-Sysmon/Operational,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},7,284943,MORDORDC.theshire.local,,,,3120,im_msvistalog,53997,,2020-08-05 02:09:47,,,INFO,3868,,0,2020-08-05T06:09:50.719Z,7,,INFO,2020-08-05 02:09:50,,,,S-1-5-18,,{2b437147-0c3a-5f2a-a900-000000000400},,-,NT AUTHORITY,SYSTEM,C:\Windows\System32\svchost.exe,User,,,,"SHA1=F81D76B9C3499F8712FA6398554C10D389103930,MD5=27EAC9BA127C20BEEBF0BE4179ECC380,SHA256=28A8E73239C7556FD420A5A09A05CBD04C38230E0CBEAEF7D6874135261221EE,IMPHASH=E8B7A8ECDACB5ADA645B4DF7BF877CFE",Microsoft Windows,True,10.0.17763.1 (WinBuild.160101.0800),PERFCTRS.DLL,Valid,Performance Counters,Microsoft Corporation,Microsoft® Windows® Operating System,C:\Windows\System32\perfctrs.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,4,True
2020-08-05 06:09:47,21,1,-9223372036854775808,4256,3,,wec.internal.cloudapp.net,,"Image loaded:
RuleName: -
UtcTime: 2020-08-05 06:09:47.952
ProcessGuid: {2b437147-0c3a-5f2a-a900-000000000400}
ProcessId: 3120
Image: C:\Windows\System32\svchost.exe
ImageLoaded: C:\Windows\System32\perfctrs.dll
FileVersion: 10.0.17763.1 (WinBuild.160101.0800)
Description: Performance Counters
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: PERFCTRS.DLL
Hashes: SHA1=F81D76B9C3499F8712FA6398554C10D389103930,MD5=27EAC9BA127C20BEEBF0BE4179ECC380,SHA256=28A8E73239C7556FD420A5A09A05CBD04C38230E0CBEAEF7D6874135261221EE,IMPHASH=E8B7A8ECDACB5ADA645B4DF7BF877CFE
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",eventlog,Microsoft-Windows-Sysmon,2,,['mordorDataset'],Microsoft-Windows-Sysmon/Operational,{5770385F-C22A-43E0-BF4C-06F5698FFBD9},7,284944,MORDORDC.theshire.local,,,,3120,im_msvistalog,53997,,2020-08-05 02:09:47,,,INFO,3868,,0,2020-08-05T06:09:50.719Z,7,,INFO,2020-08-05 02:09:50,,,,S-1-5-18,,{2b437147-0c3a-5f2a-a900-000000000400},,-,NT AUTHORITY,SYSTEM,C:\Windows\System32\svchost.exe,User,,,,"SHA1=F81D76B9C3499F8712FA6398554C10D389103930,MD5=27EAC9BA127C20BEEBF0BE4179ECC380,SHA256=28A8E73239C7556FD420A5A09A05CBD04C38230E0CBEAEF7D6874135261221EE,IMPHASH=E8B7A8ECDACB5ADA645B4DF7BF877CFE",Microsoft Windows,True,10.0.17763.1 (WinBuild.160101.0800),PERFCTRS.DLL,Valid,Performance Counters,Microsoft Corporation,Microsoft® Windows® Operating System,C:\Windows\System32\perfctrs.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,True
