UtcTime,Unnamed: 0,SourceName,ProviderGuid,Level,Keywords,Channel,Hostname,TimeCreated,@timestamp,EventID,Message,Task,RuleName,ProcessGuid,ProcessId,Image,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,User,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentImage,ParentCommandLine,SourceProcessGUID,SourceProcessId,SourceThreadId,SourceImage,TargetProcessGUID,TargetProcessId,TargetImage,GrantedAccess,CallTrace,ImageLoaded,Signed,Signature,SignatureStatus,TargetFilename,IsExecutable,CreationUtcTime,EventType,TargetObject,Details,PipeName,Device,Protocol,Initiated,SourceIsIpv6,SourceIp,SourceHostname,SourcePort,SourcePortName,DestinationIsIpv6,DestinationIp,DestinationHostname,DestinationPort,DestinationPortName,ProcessID,Application,Direction,SourceAddress,DestAddress,DestPort,FilterRTID,LayerName,LayerRTID,RemoteUserID,RemoteMachineID,SubjectUserSid,SubjectUserName,SubjectDomainName,SubjectLogonId,Status,ProcessName,NewProcessId,NewProcessName,TokenElevationType,TargetUserSid,TargetUserName,TargetDomainName,TargetLogonId,ParentProcessName,MandatoryLabel,SourceHandleId,TargetHandleId,ObjectServer,HandleId,ObjectType,ObjectName,TransactionId,AccessList,AccessReason,AccessMask,PrivilegeList,RestrictedSidCount,ResourceAttributes,EnabledPrivilegeList,DisabledPrivilegeList,OldSd,NewSd,IpAddress,IpPort,ShareName,ShareLocalPath,RelativeTargetName,ServiceName,ServiceFileName,ServiceType,ServiceStartType,ServiceAccount,ClientProcessStartKey,ClientProcessId,ImagePath,StartType,AccountName,param1,param2,EventID_1,EventID_2,EventID_3,EventID_12,EventID_13,EventID_14,num_unique_IDs,is_attack
2021-06-12 01:07:15,0,Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,WORKSTATION5,2021-06-11T09:07:15.635Z,2021-06-11T09:07:15.635Z,1,"Process Create:
RuleName: -
UtcTime: 2021-06-12 01:07:15.633
ProcessGuid: {e2c04bb9-08c3-60c4-1c17-400100000000}
ProcessId: 2164
Image: C:\Windows\System32\PING.EXE
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: TCP/IP Ping Command
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: ping.exe
CommandLine: ping  -n 3 127.0.0.1 
CurrentDirectory: C:\Users\APT-Simulator\Documents\APTSimulator-master\
User: WORKSTATION5\APT-Simulator
LogonGuid: {e2c04bb9-a708-60c3-fb19-370000000000}
LogonId: 0x3719FB
TerminalSessionId: 2
IntegrityLevel: High
Hashes: SHA1=565505D129A019780E351E615A29722AEF479380,MD5=F3F3D2B0196B9A00E91838888E76B5F6,SHA256=E9EF80A7849F1CF02CB5FB8396FF9E270CB9006F30294A52C6490A72B373BE00,IMPHASH=8C3BE1286CDAD6AC1136D0BB6C83FF41
ParentProcessGuid: {e2c04bb9-d0f0-60c3-48da-ec0000000000}
ParentProcessId: 5632
ParentImage: C:\Windows\System32\cmd.exe
ParentCommandLine: ""C:\Windows\system32\cmd.exe"" ",1,-,{e2c04bb9-08c3-60c4-1c17-400100000000},2164,C:\Windows\System32\PING.EXE,10.0.18362.1 (WinBuild.160101.0800),TCP/IP Ping Command,Microsoft® Windows® Operating System,Microsoft Corporation,ping.exe,ping  -n 3 127.0.0.1 ,C:\Users\APT-Simulator\Documents\APTSimulator-master\,WORKSTATION5\APT-Simulator,{e2c04bb9-a708-60c3-fb19-370000000000},0x3719fb,2.0,High,"SHA1=565505D129A019780E351E615A29722AEF479380,MD5=F3F3D2B0196B9A00E91838888E76B5F6,SHA256=E9EF80A7849F1CF02CB5FB8396FF9E270CB9006F30294A52C6490A72B373BE00,IMPHASH=8C3BE1286CDAD6AC1136D0BB6C83FF41",{e2c04bb9-d0f0-60c3-48da-ec0000000000},5632.0,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,True
2021-06-12 01:07:15,17,Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,WORKSTATION5,2021-06-11T09:07:15.647Z,2021-06-11T09:07:15.647Z,7,"Image loaded:
RuleName: -
UtcTime: 2021-06-12 01:07:15.634
ProcessGuid: {e2c04bb9-08c3-60c4-7809-000000000300}
ProcessId: 2164
Image: C:\Windows\System32\PING.EXE
ImageLoaded: C:\Windows\System32\wship6.dll
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: Winsock2 Helper DLL (TL/IPv6)
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wship6.dll
Hashes: SHA1=AD9AFA80F34E2A2B885DCBBD801101079EC688CB,MD5=CAF5590389B55FEEECA71C40CEABAB07,SHA256=7ED927D22EF10038323CEC61C41760613587FA0250BF3F8D50C6D409BC5839B9,IMPHASH=7950D3E450C85468259854DF6349EEE2
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,-,{e2c04bb9-08c3-60c4-7809-000000000300},2164,C:\Windows\System32\PING.EXE,10.0.18362.1 (WinBuild.160101.0800),Winsock2 Helper DLL (TL/IPv6),Microsoft® Windows® Operating System,Microsoft Corporation,wship6.dll,,,,,,,,"SHA1=AD9AFA80F34E2A2B885DCBBD801101079EC688CB,MD5=CAF5590389B55FEEECA71C40CEABAB07,SHA256=7ED927D22EF10038323CEC61C41760613587FA0250BF3F8D50C6D409BC5839B9,IMPHASH=7950D3E450C85468259854DF6349EEE2",,,,,,,,,,,,,,C:\Windows\System32\wship6.dll,True,Microsoft Windows,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,True
2021-06-12 01:07:15,16,Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,WORKSTATION5,2021-06-11T09:07:15.647Z,2021-06-11T09:07:15.647Z,7,"Image loaded:
RuleName: -
UtcTime: 2021-06-12 01:07:15.634
ProcessGuid: {e2c04bb9-08c3-60c4-7809-000000000300}
ProcessId: 2164
Image: C:\Windows\System32\PING.EXE
ImageLoaded: C:\Windows\System32\WSHTCPIP.DLL
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: Winsock2 Helper DLL (TL/IPv4)
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wshtcpip.dll
Hashes: SHA1=AC34C11990BA431268F36F6E6F52966241DE660B,MD5=4F44149C861C7CBB6F58EDF285E315A4,SHA256=A4F2A116986094805C270332B852F685E7811259CD2FE38CA009F0548B657B63,IMPHASH=81AF26DA75B32F0CDF22D424213BB9A6
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,-,{e2c04bb9-08c3-60c4-7809-000000000300},2164,C:\Windows\System32\PING.EXE,10.0.18362.1 (WinBuild.160101.0800),Winsock2 Helper DLL (TL/IPv4),Microsoft® Windows® Operating System,Microsoft Corporation,wshtcpip.dll,,,,,,,,"SHA1=AC34C11990BA431268F36F6E6F52966241DE660B,MD5=4F44149C861C7CBB6F58EDF285E315A4,SHA256=A4F2A116986094805C270332B852F685E7811259CD2FE38CA009F0548B657B63,IMPHASH=81AF26DA75B32F0CDF22D424213BB9A6",,,,,,,,,,,,,,C:\Windows\System32\WSHTCPIP.DLL,True,Microsoft Windows,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,True
2021-06-12 01:07:15,15,Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,WORKSTATION5,2021-06-11T09:07:15.646Z,2021-06-11T09:07:15.646Z,7,"Image loaded:
RuleName: -
UtcTime: 2021-06-12 01:07:15.634
ProcessGuid: {e2c04bb9-08c3-60c4-7809-000000000300}
ProcessId: 2164
Image: C:\Windows\System32\PING.EXE
ImageLoaded: C:\Windows\System32\wshqos.dll
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: QoS Winsock2 Helper DLL
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wshqos.dll
Hashes: SHA1=2DC6D2E2127BB088D2AFF9A0CA80E694BBB469F0,MD5=43B1FFA120D776818900D4A0B5796CE8,SHA256=71D8558B1295C8EC089124A4D6F979728412699C5D9A65E7AC7E32CC090E321D,IMPHASH=6DF15A7E1FF1E236A8E6D3596422FF5E
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,-,{e2c04bb9-08c3-60c4-7809-000000000300},2164,C:\Windows\System32\PING.EXE,10.0.18362.1 (WinBuild.160101.0800),QoS Winsock2 Helper DLL,Microsoft® Windows® Operating System,Microsoft Corporation,wshqos.dll,,,,,,,,"SHA1=2DC6D2E2127BB088D2AFF9A0CA80E694BBB469F0,MD5=43B1FFA120D776818900D4A0B5796CE8,SHA256=71D8558B1295C8EC089124A4D6F979728412699C5D9A65E7AC7E32CC090E321D,IMPHASH=6DF15A7E1FF1E236A8E6D3596422FF5E",,,,,,,,,,,,,,C:\Windows\System32\wshqos.dll,True,Microsoft Windows,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,True
2021-06-12 01:07:15,13,Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,WORKSTATION5,2021-06-11T09:07:15.643Z,2021-06-11T09:07:15.643Z,7,"Image loaded:
RuleName: -
UtcTime: 2021-06-12 01:07:15.634
ProcessGuid: {e2c04bb9-08c3-60c4-7809-000000000300}
ProcessId: 2164
Image: C:\Windows\System32\PING.EXE
ImageLoaded: C:\Windows\System32\nsi.dll
FileVersion: 10.0.18362.1171 (WinBuild.160101.0800)
Description: NSI User-mode interface DLL
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: nsi.dll
Hashes: SHA1=6142069DA145BA30308585C889617548EB0AC04C,MD5=18F6E659E5603EA57E9D587D5FCD7738,SHA256=67BCCBA0642A60FF0F2D55088FE4DEAAE0AAEE86B96E62484C1F991014262A69,IMPHASH=DEFB8C5BB37FCD63DC790B55724FDE42
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,-,{e2c04bb9-08c3-60c4-7809-000000000300},2164,C:\Windows\System32\PING.EXE,10.0.18362.1171 (WinBuild.160101.0800),NSI User-mode interface DLL,Microsoft® Windows® Operating System,Microsoft Corporation,nsi.dll,,,,,,,,"SHA1=6142069DA145BA30308585C889617548EB0AC04C,MD5=18F6E659E5603EA57E9D587D5FCD7738,SHA256=67BCCBA0642A60FF0F2D55088FE4DEAAE0AAEE86B96E62484C1F991014262A69,IMPHASH=DEFB8C5BB37FCD63DC790B55724FDE42",,,,,,,,,,,,,,C:\Windows\System32\nsi.dll,True,Microsoft Windows,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,True
2021-06-12 01:07:15,12,Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,WORKSTATION5,2021-06-11T09:07:15.643Z,2021-06-11T09:07:15.643Z,7,"Image loaded:
RuleName: -
UtcTime: 2021-06-12 01:07:15.634
ProcessGuid: {e2c04bb9-08c3-60c4-7809-000000000300}
ProcessId: 2164
Image: C:\Windows\System32\PING.EXE
ImageLoaded: C:\Windows\System32\winnsi.dll
FileVersion: 10.0.18362.449 (WinBuild.160101.0800)
Description: Network Store Information RPC interface
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: winnsi.dll
Hashes: SHA1=1AB85DA55EB2EDA35E6DEBB2D3FBEA21DD2ADA7E,MD5=E85DECB45E7F108270DE6AA993DD5800,SHA256=900FEBC57C68ECB20B1E7B34757B95ACF8CE6541D1DC8D8E2910AE15C52D5581,IMPHASH=AD7C692FA9FCC8C643FD494188DECA65
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,-,{e2c04bb9-08c3-60c4-7809-000000000300},2164,C:\Windows\System32\PING.EXE,10.0.18362.449 (WinBuild.160101.0800),Network Store Information RPC interface,Microsoft® Windows® Operating System,Microsoft Corporation,winnsi.dll,,,,,,,,"SHA1=1AB85DA55EB2EDA35E6DEBB2D3FBEA21DD2ADA7E,MD5=E85DECB45E7F108270DE6AA993DD5800,SHA256=900FEBC57C68ECB20B1E7B34757B95ACF8CE6541D1DC8D8E2910AE15C52D5581,IMPHASH=AD7C692FA9FCC8C643FD494188DECA65",,,,,,,,,,,,,,C:\Windows\System32\winnsi.dll,True,Microsoft Windows,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,True
2021-06-12 01:07:15,11,Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,WORKSTATION5,2021-06-11T09:07:15.640Z,2021-06-11T09:07:15.640Z,7,"Image loaded:
RuleName: -
UtcTime: 2021-06-12 01:07:15.634
ProcessGuid: {e2c04bb9-08c3-60c4-7809-000000000300}
ProcessId: 2164
Image: C:\Windows\System32\PING.EXE
ImageLoaded: C:\Windows\System32\IPHLPAPI.DLL
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: IP Helper API
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: iphlpapi.dll
Hashes: SHA1=9414EC114C3389E0A7BC2FD986E00946E1A2A299,MD5=3929147A2A34B0902152C7D0F241B02A,SHA256=AD1C5309AA873F6A284EABE382812868E20C3D3D64197F3E6EF9D015EA060CAA,IMPHASH=6EC28633CC4ECB9F457795DD7E00B34B
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,-,{e2c04bb9-08c3-60c4-7809-000000000300},2164,C:\Windows\System32\PING.EXE,10.0.18362.1 (WinBuild.160101.0800),IP Helper API,Microsoft® Windows® Operating System,Microsoft Corporation,iphlpapi.dll,,,,,,,,"SHA1=9414EC114C3389E0A7BC2FD986E00946E1A2A299,MD5=3929147A2A34B0902152C7D0F241B02A,SHA256=AD1C5309AA873F6A284EABE382812868E20C3D3D64197F3E6EF9D015EA060CAA,IMPHASH=6EC28633CC4ECB9F457795DD7E00B34B",,,,,,,,,,,,,,C:\Windows\System32\IPHLPAPI.DLL,True,Microsoft Windows,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,True
2021-06-12 01:07:15,10,Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,WORKSTATION5,2021-06-11T09:07:15.640Z,2021-06-11T09:07:15.640Z,7,"Image loaded:
RuleName: -
UtcTime: 2021-06-12 01:07:15.634
ProcessGuid: {e2c04bb9-08c3-60c4-7809-000000000300}
ProcessId: 2164
Image: C:\Windows\System32\PING.EXE
ImageLoaded: C:\Windows\System32\rpcrt4.dll
FileVersion: 10.0.18362.1500 (WinBuild.160101.0800)
Description: Remote Procedure Call Runtime
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: rpcrt4.dll
Hashes: SHA1=6A154351837808744BC8E40F730E9986F3CA9633,MD5=15C59ACA8F5DB60A430F3FABCE8B181C,SHA256=891D6ABD1CDFB5CC0CCD3E208B9A83D1FC7B6EBA84A4160DBC3A53F38C787639,IMPHASH=88E7E7C7FA90052EC162DD37F2B7C7BD
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,-,{e2c04bb9-08c3-60c4-7809-000000000300},2164,C:\Windows\System32\PING.EXE,10.0.18362.1500 (WinBuild.160101.0800),Remote Procedure Call Runtime,Microsoft® Windows® Operating System,Microsoft Corporation,rpcrt4.dll,,,,,,,,"SHA1=6A154351837808744BC8E40F730E9986F3CA9633,MD5=15C59ACA8F5DB60A430F3FABCE8B181C,SHA256=891D6ABD1CDFB5CC0CCD3E208B9A83D1FC7B6EBA84A4160DBC3A53F38C787639,IMPHASH=88E7E7C7FA90052EC162DD37F2B7C7BD",,,,,,,,,,,,,,C:\Windows\System32\rpcrt4.dll,True,Microsoft Windows,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,True
2021-06-12 01:07:15,9,Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,WORKSTATION5,2021-06-11T09:07:15.640Z,2021-06-11T09:07:15.640Z,7,"Image loaded:
RuleName: -
UtcTime: 2021-06-12 01:07:15.634
ProcessGuid: {e2c04bb9-08c3-60c4-7809-000000000300}
ProcessId: 2164
Image: C:\Windows\System32\PING.EXE
ImageLoaded: C:\Windows\System32\ws2_32.dll
FileVersion: 10.0.18362.387 (WinBuild.160101.0800)
Description: Windows Socket 2.0 32-Bit DLL
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: ws2_32.dll
Hashes: SHA1=0E931ED820C96CCAD23D4AFCB0ACD97C99155D11,MD5=C0F8DA7568D2F1534E0ABB0E69DC3280,SHA256=E419A4BBDF1D5E0601E90BAFC1558DBD7414CD44E098B581C1915EF2C6E38D0B,IMPHASH=70D7A835AF4CA9F98A94AAF1B60BF88F
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,-,{e2c04bb9-08c3-60c4-7809-000000000300},2164,C:\Windows\System32\PING.EXE,10.0.18362.387 (WinBuild.160101.0800),Windows Socket 2.0 32-Bit DLL,Microsoft® Windows® Operating System,Microsoft Corporation,ws2_32.dll,,,,,,,,"SHA1=0E931ED820C96CCAD23D4AFCB0ACD97C99155D11,MD5=C0F8DA7568D2F1534E0ABB0E69DC3280,SHA256=E419A4BBDF1D5E0601E90BAFC1558DBD7414CD44E098B581C1915EF2C6E38D0B,IMPHASH=70D7A835AF4CA9F98A94AAF1B60BF88F",,,,,,,,,,,,,,C:\Windows\System32\ws2_32.dll,True,Microsoft Windows,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,True
2021-06-12 01:07:15,14,Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,WORKSTATION5,2021-06-11T09:07:15.645Z,2021-06-11T09:07:15.645Z,7,"Image loaded:
RuleName: -
UtcTime: 2021-06-12 01:07:15.634
ProcessGuid: {e2c04bb9-08c3-60c4-7809-000000000300}
ProcessId: 2164
Image: C:\Windows\System32\PING.EXE
ImageLoaded: C:\Windows\System32\mswsock.dll
FileVersion: 10.0.18362.815 (WinBuild.160101.0800)
Description: Microsoft Windows Sockets 2.0 Service Provider
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: mswsock.dll
Hashes: SHA1=2E03CA141D735D13491049B4D6C2DC2B928B4C01,MD5=8578F1F72C6550CF62965D520FA7C6E9,SHA256=20008AAB6285FB2B24DE1E72D11654316FF601918FD05B7DF2F9894C64A16956,IMPHASH=E5E26C86BC73F56D7EDD17D98802AA21
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,-,{e2c04bb9-08c3-60c4-7809-000000000300},2164,C:\Windows\System32\PING.EXE,10.0.18362.815 (WinBuild.160101.0800),Microsoft Windows Sockets 2.0 Service Provider,Microsoft® Windows® Operating System,Microsoft Corporation,mswsock.dll,,,,,,,,"SHA1=2E03CA141D735D13491049B4D6C2DC2B928B4C01,MD5=8578F1F72C6550CF62965D520FA7C6E9,SHA256=20008AAB6285FB2B24DE1E72D11654316FF601918FD05B7DF2F9894C64A16956,IMPHASH=E5E26C86BC73F56D7EDD17D98802AA21",,,,,,,,,,,,,,C:\Windows\System32\mswsock.dll,True,Microsoft Windows,Valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,True
